"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","min_attribution","inactivity_rate_percent","negative_appearances","total_appearances","negative_consistency_percent","min_attribution_ever","max_attribution_ever","lowest_attribution_example","highest_attribution_example","active_negative_attribution_example","inactive_positive_attribution_example"
197,24386,C1CCC2C[C@@H](CC[C@@H]2C1)[C@@H]1CCCC1,7,0,7,0,0,-0.5995,-0.7276,100.00,7,7,100.0,-0.728,-0.464,LOWEST ATTR (INACTIVE): CHEMBL2203947 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C/C(=N/NC(=S)NC5=CC=C(OC)C=C5)CC[C@]4(C)[C@H]3CC(=O)[C@]12C | Attribution: -0.728 | Prediction: 0.026 | MW: 581.8 | LogP: 6.76,HIGHEST ATTR (INACTIVE): CHEMBL2203949 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C/C(=N/NC(=S)NC5=CC=C(F)C=C5)CC[C@]4(C)[C@H]3CC[C@]12C | Attribution: -0.464 | Prediction: 0.068 | MW: 569.8 | LogP: 6.90,,
198,19991,C1C=C2[C@H](CCCOCC3=CC=CC=C3)CCCC2CC1,7,0,7,0,0,-0.5929,-0.7132,100.00,7,7,100.0,-0.713,-0.404,LOWEST ATTR (INACTIVE): CHEMBL4588483 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C([N+](=O)[O-])C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.713 | Prediction: 0.023 | MW: 637.8 | LogP: 5.92,HIGHEST ATTR (INACTIVE): CHEMBL4547284 | SMILES: CC1(C)C(=O)C=C[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.404 | Prediction: 0.023 | MW: 556.8 | LogP: 8.06,,
199,71554,C(CNC1=C2N=CNC2=NC=N1)NCNC1=NC2=CC=CC=C2S1,7,0,7,0,0,-0.5924,-0.6627,100.00,7,7,100.0,-0.663,-0.491,LOWEST ATTR (INACTIVE): CHEMBL2261582 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=C([N+](=O)[O-])C=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.663 | Prediction: 0.013 | MW: 584.6 | LogP: 2.09,HIGHEST ATTR (INACTIVE): CHEMBL2261579 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=CC=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.491 | Prediction: 0.025 | MW: 539.6 | LogP: 2.18,,
200,3575,C1C=CC2(CC3=CC=CC=C3C2)CC1,7,0,7,0,0,-0.5882,-0.6600,100.00,7,7,100.0,-0.660,-0.484,LOWEST ATTR (INACTIVE): CHEMBL3289245 | SMILES: CC1=CC=C([C@H]2[C@@H]3CCCCC=C3C(C#N)=C(N)C23C(=O)C2=CC=CC=C2C3=O)C=C1 | Attribution: -0.660 | Prediction: 0.011 | MW: 408.5 | LogP: 5.01,HIGHEST ATTR (INACTIVE): CHEMBL3286426 | SMILES: N#CC1=C(N)C2(C(=O)C3=CC=CC=C3C2=O)[C@@H](C2=CC=CS2)[C@@H]2CCCC=C12 | Attribution: -0.484 | Prediction: 0.018 | MW: 386.5 | LogP: 4.37,,
201,19990,C1C=C(CCC1)[C@@H]1CC(COCC2=CC=CC=C2)CCC1,7,0,7,0,0,-0.5880,-0.7072,100.00,7,7,100.0,-0.707,-0.402,LOWEST ATTR (INACTIVE): CHEMBL4588483 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C([N+](=O)[O-])C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.707 | Prediction: 0.023 | MW: 637.8 | LogP: 5.92,HIGHEST ATTR (INACTIVE): CHEMBL4547284 | SMILES: CC1(C)C(=O)C=C[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.402 | Prediction: 0.023 | MW: 556.8 | LogP: 8.06,,
202,3566,C1C=CC2(CC=CC2)CC1,7,0,7,0,0,-0.5870,-0.6570,100.00,7,7,100.0,-0.657,-0.480,LOWEST ATTR (INACTIVE): CHEMBL3289245 | SMILES: CC1=CC=C([C@H]2[C@@H]3CCCCC=C3C(C#N)=C(N)C23C(=O)C2=CC=CC=C2C3=O)C=C1 | Attribution: -0.657 | Prediction: 0.011 | MW: 408.5 | LogP: 5.01,HIGHEST ATTR (INACTIVE): CHEMBL3286426 | SMILES: N#CC1=C(N)C2(C(=O)C3=CC=CC=C3C2=O)[C@@H](C2=CC=CS2)[C@@H]2CCCC=C12 | Attribution: -0.480 | Prediction: 0.018 | MW: 386.5 | LogP: 4.37,,
203,71551,C(CNC1=C2N=CNC2=NC=N1)NCNC1=NC=CS1,7,0,7,0,0,-0.5866,-0.7446,100.00,7,7,100.0,-0.745,-0.485,LOWEST ATTR (INACTIVE): CHEMBL2261582 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=C([N+](=O)[O-])C=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.745 | Prediction: 0.013 | MW: 584.6 | LogP: 2.09,HIGHEST ATTR (INACTIVE): CHEMBL2261579 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=CC=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.485 | Prediction: 0.025 | MW: 539.6 | LogP: 2.18,,
204,36342,C(CC[C@@H]1CCCC2CCCC=C12)OCC1=CC=CC=C1,7,0,7,0,0,-0.4721,-0.6912,100.00,7,7,100.0,-0.691,-0.365,LOWEST ATTR (INACTIVE): CHEMBL4553058 | SMILES: CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.691 | Prediction: 0.019 | MW: 546.8 | LogP: 8.89,HIGHEST ATTR (INACTIVE): CHEMBL4592606 | SMILES: CC1(C)C(=O)C=C[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.365 | Prediction: 0.012 | MW: 542.8 | LogP: 8.88,,
205,36341,C(OCC1=CC=CC=C1)C1CCC[C@@H](C1)C1=CCCCC1,7,0,7,0,0,-0.4701,-0.6900,100.00,7,7,100.0,-0.690,-0.368,LOWEST ATTR (INACTIVE): CHEMBL4553058 | SMILES: CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.690 | Prediction: 0.019 | MW: 546.8 | LogP: 8.89,HIGHEST ATTR (INACTIVE): CHEMBL4592606 | SMILES: CC1(C)C(=O)C=C[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.368 | Prediction: 0.012 | MW: 542.8 | LogP: 8.88,,
206,36863,C(CC(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,7,0,7,0,0,-0.4653,-0.6810,100.00,7,7,100.0,-0.681,-0.185,LOWEST ATTR (INACTIVE): CHEMBL1270380 | SMILES: O=C1C=C(CC2=C3C=CC=CC3=NC3=CC=CC=C23)C2=CC=C([N+](=O)[O-])C=C2O1 | Attribution: -0.681 | Prediction: 0.155 | MW: 382.4 | LogP: 4.99,HIGHEST ATTR (INACTIVE): CHEMBL1270673 | SMILES: O=C1C=C(CC2=C3C=CC=CC3=NC3=CC=CC=C23)C2=CC(O)=CC=C2O1 | Attribution: -0.185 | Prediction: 0.304 | MW: 353.4 | LogP: 4.79,,
207,14504,C1[C@@H]2[C@H](CN1C1=CC=CC=C1)ON[C@H]2C1=CC=CC=C1,7,0,7,0,0,-0.4524,-0.7214,100.00,6,7,85.7,-0.721,-0.072,LOWEST ATTR (INACTIVE): CHEMBL389489 | SMILES: CN(C)C1=CC=C([C@H]2[C@@H]3C(=O)N(C4=CC=CC=C4)C(=O)[C@@H]3ON2C)C=C1 | Attribution: -0.721 | Prediction: 0.016 | MW: 351.4 | LogP: 2.23,HIGHEST ATTR (INACTIVE): CHEMBL225684 | SMILES: CN1O[C@H]2C(=O)N(C3=CC=CC=C3)C(=O)[C@H]2[C@@H]1C1=CC=C(Cl)C=C1 | Attribution: -0.072 | Prediction: 0.096 | MW: 342.8 | LogP: 2.82,,
208,64298,C1=CC=C(CNCCCNC2=CCC3=CC=CC=C3N2)C=C1,9,2,7,0,0,-0.3443,-0.7616,77.78,7,9,77.8,-0.762,0.762,LOWEST ATTR (INACTIVE): CHEMBL473769 | SMILES: O=C1C=C(NCC(CO)CNCC2=CC=C(Cl)C(Cl)=C2)NC2=CC=CC=C12 | Attribution: -0.762 | Prediction: 0.025 | MW: 406.3 | LogP: 3.65,HIGHEST ATTR (ACTIVE): CHEMBL346109 | SMILES: CCOC1=C(CNCCCNC2=CC(=O)C3=CC=CC=C3N2)C=C(I)C=C1C(C)(C)C | Attribution: 0.762 | Prediction: 0.989 | MW: 533.5 | LogP: 5.42,,
209,71556,C(CNC1=C2N=CN(SC3=CC=CC=C3)C2=NC=N1)NCNC1=NC=CS1,7,0,7,0,0,-0.3354,-0.6773,100.00,6,7,85.7,-0.677,-0.099,LOWEST ATTR (INACTIVE): CHEMBL2261582 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=C([N+](=O)[O-])C=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.677 | Prediction: 0.013 | MW: 584.6 | LogP: 2.09,HIGHEST ATTR (INACTIVE): CHEMBL2261579 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=CC=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.099 | Prediction: 0.025 | MW: 539.6 | LogP: 2.18,,
210,36867,C(CC1=C2C=CC=CC2=NC2=CC=CC=C12)C1=CC=CC=C1,7,0,7,0,0,-0.3188,-0.5911,100.00,6,7,85.7,-0.591,-0.032,LOWEST ATTR (INACTIVE): CHEMBL1270380 | SMILES: O=C1C=C(CC2=C3C=CC=CC3=NC3=CC=CC=C23)C2=CC=C([N+](=O)[O-])C=C2O1 | Attribution: -0.591 | Prediction: 0.155 | MW: 382.4 | LogP: 4.99,HIGHEST ATTR (INACTIVE): CHEMBL1270673 | SMILES: O=C1C=C(CC2=C3C=CC=CC3=NC3=CC=CC=C23)C2=CC(O)=CC=C2O1 | Attribution: -0.032 | Prediction: 0.304 | MW: 353.4 | LogP: 4.79,,
211,36862,C(CC1=CC=NC2=CC=CC=C12)C1=CC=CC=C1,7,0,7,0,0,-0.2837,-0.5736,100.00,6,7,85.7,-0.574,0.014,LOWEST ATTR (INACTIVE): CHEMBL1270380 | SMILES: O=C1C=C(CC2=C3C=CC=CC3=NC3=CC=CC=C23)C2=CC=C([N+](=O)[O-])C=C2O1 | Attribution: -0.574 | Prediction: 0.155 | MW: 382.4 | LogP: 4.99,HIGHEST ATTR (INACTIVE): CHEMBL1270673 | SMILES: O=C1C=C(CC2=C3C=CC=CC3=NC3=CC=CC=C23)C2=CC(O)=CC=C2O1 | Attribution: 0.014 | Prediction: 0.304 | MW: 353.4 | LogP: 4.79,,INACTIVE w/ POS ATTR: CHEMBL1270673 | SMILES: O=C1C=C(CC2=C3C=CC=CC3=NC3=CC=CC=C23)C2=CC(O)=CC=C2O1 | Attribution: 0.014 | Prediction: 0.304 | MW: 353.4
212,71557,C(CNC1=C2N=CN(SC3=CC=CC=C3)C2=NC=N1)NCNC1=NC2=CC=CC=C2S1,7,0,7,0,0,-0.2772,-0.4706,100.00,7,7,100.0,-0.471,-0.123,LOWEST ATTR (INACTIVE): CHEMBL2261582 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=C([N+](=O)[O-])C=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.471 | Prediction: 0.013 | MW: 584.6 | LogP: 2.09,HIGHEST ATTR (INACTIVE): CHEMBL2261579 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=CC=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.123 | Prediction: 0.025 | MW: 539.6 | LogP: 2.18,,
213,64297,C1=CC=C(CNCCCNC2=CCC=CN2)C=C1,9,2,7,0,0,-0.2659,-0.7290,77.78,7,9,77.8,-0.729,0.762,LOWEST ATTR (INACTIVE): CHEMBL473769 | SMILES: O=C1C=C(NCC(CO)CNCC2=CC=C(Cl)C(Cl)=C2)NC2=CC=CC=C12 | Attribution: -0.729 | Prediction: 0.025 | MW: 406.3 | LogP: 3.65,HIGHEST ATTR (ACTIVE): CHEMBL158958 | SMILES: CCOC1=C(C)C=C(C(F)(F)F)C=C1CNCCCNC1=CC(=O)C2=CC=CC=C2N1 | Attribution: 0.762 | Prediction: 0.931 | MW: 433.5 | LogP: 4.85,,
214,36857,C(CC1=CC=NC=C1)C1=CC=CC=C1,7,0,7,0,0,-0.2493,-0.5555,100.00,5,7,71.4,-0.556,0.051,LOWEST ATTR (INACTIVE): CHEMBL1270380 | SMILES: O=C1C=C(CC2=C3C=CC=CC3=NC3=CC=CC=C23)C2=CC=C([N+](=O)[O-])C=C2O1 | Attribution: -0.556 | Prediction: 0.155 | MW: 382.4 | LogP: 4.99,HIGHEST ATTR (INACTIVE): CHEMBL1270673 | SMILES: O=C1C=C(CC2=C3C=CC=CC3=NC3=CC=CC=C23)C2=CC(O)=CC=C2O1 | Attribution: 0.051 | Prediction: 0.304 | MW: 353.4 | LogP: 4.79,,INACTIVE w/ POS ATTR: CHEMBL1270673 | SMILES: O=C1C=C(CC2=C3C=CC=CC3=NC3=CC=CC=C23)C2=CC(O)=CC=C2O1 | Attribution: 0.051 | Prediction: 0.304 | MW: 353.4
215,71552,C(CNC1=CC(=NC=N1)NSC1=CC=CC=C1)NCNC1=NC=CS1,7,0,7,0,0,-0.2438,-0.6534,100.00,4,7,57.1,-0.653,0.026,LOWEST ATTR (INACTIVE): CHEMBL2261582 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=C([N+](=O)[O-])C=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.653 | Prediction: 0.013 | MW: 584.6 | LogP: 2.09,HIGHEST ATTR (INACTIVE): CHEMBL2261579 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=CC=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: 0.026 | Prediction: 0.025 | MW: 539.6 | LogP: 2.18,,INACTIVE w/ POS ATTR: CHEMBL2261579 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=CC=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: 0.026 | Prediction: 0.025 | MW: 539.6
216,44651,C1=C(N=C2NC/C(=C/C3=CNC4=CC=CC=C34)S2)C2=CC=CC=C2CC1,7,0,7,0,0,-0.2367,-0.5272,100.00,4,7,57.1,-0.527,-0.011,LOWEST ATTR (INACTIVE): CHEMBL3322486 | SMILES: COC1=CC=C2NC=C(/C=C3\SC4=NC5=C(CCC6=CC=CC=C56)C(C5=CC=C(Cl)C=C5)N4C3=O)C2=C1 | Attribution: -0.527 | Prediction: 0.143 | MW: 524.0 | LogP: 5.46,HIGHEST ATTR (INACTIVE): CHEMBL3322497 | SMILES: COC1=CC=C2C3=C(CCC2=C1)C(C1=CC=C(F)C=C1)N1C(=N3)S/C(=C\C2=CNC3=CC=C(OC)C=C23)C1=O | Attribution: -0.011 | Prediction: 0.156 | MW: 537.6 | LogP: 4.96,,
217,71555,C(CNC1=CC(=NC=N1)NSC1=CC=CC=C1)NCNC1=NC2=CC=CC=C2S1,7,0,7,0,0,-0.1703,-0.3817,100.00,3,7,42.9,-0.382,0.006,LOWEST ATTR (INACTIVE): CHEMBL2261582 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=C([N+](=O)[O-])C=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.382 | Prediction: 0.013 | MW: 584.6 | LogP: 2.09,HIGHEST ATTR (INACTIVE): CHEMBL2261579 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=CC=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: 0.006 | Prediction: 0.025 | MW: 539.6 | LogP: 2.18,,INACTIVE w/ POS ATTR: CHEMBL2261579 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=CC=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: 0.006 | Prediction: 0.025 | MW: 539.6
218,42308,C1=CN(C2CC2)C2=C(C=CC=C2)C1,7,0,7,0,0,-0.1009,-0.2182,100.00,3,7,42.9,-0.218,-0.030,LOWEST ATTR (INACTIVE): CHEMBL1084589 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=C(C=C(N)C(N3CCC4=C(C3)/C(=N/O)C(C)CS4)=C2C)C1 | Attribution: -0.218 | Prediction: 0.009 | MW: 468.6 | LogP: 4.23,HIGHEST ATTR (INACTIVE): CHEMBL1084591 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=C(C=C(N)C(N3CCC4=C(C3)/C(=N\OC)C(C)CS4)=C2C)C1 | Attribution: -0.030 | Prediction: 0.007 | MW: 482.7 | LogP: 4.40,,
219,42310,C1CCSC=C1CNC1=CC2=C(C=C1)CC=CN2,6,0,6,0,0,-0.7520,-0.7616,100.00,6,6,100.0,-0.762,-0.707,LOWEST ATTR (INACTIVE): CHEMBL1083111 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=C(C=C(N)C(N3CCC4=C(C3)C(=O)C(C)CS4)=C2C)C1 | Attribution: -0.762 | Prediction: 0.005 | MW: 453.6 | LogP: 3.97,HIGHEST ATTR (INACTIVE): CHEMBL1084589 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=C(C=C(N)C(N3CCC4=C(C3)/C(=N/O)C(C)CS4)=C2C)C1 | Attribution: -0.707 | Prediction: 0.009 | MW: 468.6 | LogP: 4.23,,
220,64713,C(C1=CC=CC=C1)C1=CC(OCCCCNCC2=CC=CC=C2)=CC=C1,6,0,6,0,0,-0.7288,-0.7616,100.00,6,6,100.0,-0.762,-0.698,LOWEST ATTR (INACTIVE): CHEMBL2046505 | SMILES: CCCCCCC[C@H](OC(N)=O)C1=CC=CC(CN2CCC(COC3=CC=CC(C(=O)C4=CC=C(Cl)C=C4)=C3)CC2)=C1 | Attribution: -0.762 | Prediction: 0.029 | MW: 591.2 | LogP: 8.36,HIGHEST ATTR (INACTIVE): CHEMBL2046504 | SMILES: CCCCCCC[C@@H](O)C1=CC=CC(CN2CCC(COC3=CC=CC(C(=O)C4=CC=C(Cl)C=C4)=C3)CC2)=C1 | Attribution: -0.698 | Prediction: 0.030 | MW: 548.2 | LogP: 8.26,,
221,92129,C(NCC1=NC(C2=CC=CC=C2)=CN1)NC1=NC=CS1,6,0,6,0,0,-0.7259,-0.7616,100.00,6,6,100.0,-0.762,-0.663,LOWEST ATTR (INACTIVE): CHEMBL390218 | SMILES: CC1=C(CC2=C(Cl)C=CC=C2Cl)C(=O)C=CN1CCCC1=CC=C(C2=CNC(CNC(=O)NC3=NC=C(Br)S3)=N2)C=C1 | Attribution: -0.762 | Prediction: 0.102 | MW: 686.5 | LogP: 7.62,HIGHEST ATTR (INACTIVE): CHEMBL175157 | SMILES: CC1=C(CC2=C(Cl)C=CC=C2Cl)C(=O)C=CN1CCC1=CC=C(C2=CNC(CNC(=O)NC3=NC=C(S(C)(=O)=O)S3)=N2)C=C1 | Attribution: -0.663 | Prediction: 0.113 | MW: 671.6 | LogP: 5.87,,
222,42313,C1CCSC2=C1CN(C1=CC3=C(C=C1)CC=CN3)CC2,6,0,6,0,0,-0.7221,-0.7377,100.00,6,6,100.0,-0.738,-0.682,LOWEST ATTR (INACTIVE): CHEMBL1083112 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=C(C=C(N)C(N3CCC4=C(C3)/C(=N/O)CCS4)=C2C)C1 | Attribution: -0.738 | Prediction: 0.003 | MW: 454.6 | LogP: 3.98,HIGHEST ATTR (INACTIVE): CHEMBL1084589 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=C(C=C(N)C(N3CCC4=C(C3)/C(=N/O)C(C)CS4)=C2C)C1 | Attribution: -0.682 | Prediction: 0.009 | MW: 468.6 | LogP: 4.23,,
223,92127,C(NCC1=NC=CN1)NC1=NC=CS1,6,0,6,0,0,-0.7196,-0.7616,100.00,6,6,100.0,-0.762,-0.636,LOWEST ATTR (INACTIVE): CHEMBL390895 | SMILES: CC1=C(CC2=C(Cl)C=CC=C2Cl)C(=O)C=CN1CCC1=CC=C(C2=CNC(CNC(=O)NC3=NC=C(Br)S3)=N2)C=C1 | Attribution: -0.762 | Prediction: 0.137 | MW: 672.4 | LogP: 7.23,HIGHEST ATTR (INACTIVE): CHEMBL242277 | SMILES: CC1=C(CC2=C(Cl)C=CC=C2Cl)C(=O)C=CN1C/C=C/C1=CC=C(C2=CNC(CNC(=O)NC3=NC=C(Br)S3)=N2)C=C1 | Attribution: -0.636 | Prediction: 0.115 | MW: 684.4 | LogP: 7.70,,
224,28764,C1=NC(N[C@@H]2CC2)=CC(=N1)N[C@@H]1CCCC1,6,0,6,0,0,-0.7133,-0.7616,100.00,6,6,100.0,-0.762,-0.555,LOWEST ATTR (INACTIVE): CHEMBL4780913 | SMILES: C[C@@H](O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.762 | Prediction: 0.089 | MW: 494.5 | LogP: 0.97,HIGHEST ATTR (INACTIVE): CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.555 | Prediction: 0.079 | MW: 538.6 | LogP: 0.98,,
225,55959,C1=NC(N2CCNCC2)=NO1,6,0,6,0,0,-0.7107,-0.7616,100.00,6,6,100.0,-0.762,-0.630,LOWEST ATTR (INACTIVE): CHEMBL3628580 | SMILES: ClC1=CC=CC(N2CCN(C3=NOC(C4=CC=C5NC=CC5=C4)=N3)CC2)=C1 | Attribution: -0.762 | Prediction: 0.024 | MW: 379.9 | LogP: 4.20,HIGHEST ATTR (INACTIVE): CHEMBL3628577 | SMILES: ClC1=CNN=C1C1=NC(N2CCN(C3=CC=CC=C3)CC2)=NO1 | Attribution: -0.630 | Prediction: 0.055 | MW: 330.8 | LogP: 2.44,,
226,42312,C1CCSC=C1CNC1=CC2=C(C=C1)CC=CN2C1CC1,6,0,6,0,0,-0.7071,-0.7216,100.00,6,6,100.0,-0.722,-0.656,LOWEST ATTR (INACTIVE): CHEMBL1084590 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=C(C=C(N)C(N3CCC4=C(C3)/C(=N\OC)CCS4)=C2C)C1 | Attribution: -0.722 | Prediction: 0.004 | MW: 468.6 | LogP: 4.15,HIGHEST ATTR (INACTIVE): CHEMBL1084589 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=C(C=C(N)C(N3CCC4=C(C3)/C(=N/O)C(C)CS4)=C2C)C1 | Attribution: -0.656 | Prediction: 0.009 | MW: 468.6 | LogP: 4.23,,
227,8505,C(NCCCCCNSC1=CC=CC=C1)C1=CC=CC=C1,6,0,6,0,0,-0.7029,-0.7335,100.00,6,6,100.0,-0.733,-0.628,LOWEST ATTR (INACTIVE): CHEMBL4532208 | SMILES: CC1=CC=C(S(=O)(=O)NC[C@H]2OC[C@@](O)(CNC(=O)C3=CC=CC=C3)[C@@H]2O)C=C1 | Attribution: -0.733 | Prediction: 0.013 | MW: 420.5 | LogP: 0.19,HIGHEST ATTR (INACTIVE): CHEMBL4444697 | SMILES: O=C(NC[C@]1(O)CO[C@H](CNS(=O)(=O)C2=CC=C(C3=CC=CC=C3)C=C2)[C@H]1O)C1=CC=CC=C1 | Attribution: -0.628 | Prediction: 0.032 | MW: 482.6 | LogP: 1.55,,
228,64714,C(C1=CC=CC=C1)C1=CC(OCC2CCN(CC3=CC=CC=C3)CC2)=CC=C1,6,0,6,0,0,-0.7011,-0.7560,100.00,6,6,100.0,-0.756,-0.655,LOWEST ATTR (INACTIVE): CHEMBL2046506 | SMILES: CCCCCCC[C@@H](OC(N)=O)C1=CC=CC(CN2CCC(COC3=CC=CC(C(=O)C4=CC=C(Cl)C=C4)=C3)CC2)=C1 | Attribution: -0.756 | Prediction: 0.022 | MW: 591.2 | LogP: 8.36,HIGHEST ATTR (INACTIVE): CHEMBL2046504 | SMILES: CCCCCCC[C@@H](O)C1=CC=CC(CN2CCC(COC3=CC=CC(C(=O)C4=CC=C(Cl)C=C4)=C3)CC2)=C1 | Attribution: -0.655 | Prediction: 0.030 | MW: 548.2 | LogP: 8.26,,
229,42314,C1CCSC2=C1CN(C1=CC3=C(C=C1)CC=CN3C1CC1)CC2,6,0,6,0,0,-0.6957,-0.7175,100.00,6,6,100.0,-0.718,-0.653,LOWEST ATTR (INACTIVE): CHEMBL1083112 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=C(C=C(N)C(N3CCC4=C(C3)/C(=N/O)CCS4)=C2C)C1 | Attribution: -0.718 | Prediction: 0.003 | MW: 454.6 | LogP: 3.98,HIGHEST ATTR (INACTIVE): CHEMBL1084589 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=C(C=C(N)C(N3CCC4=C(C3)/C(=N/O)C(C)CS4)=C2C)C1 | Attribution: -0.653 | Prediction: 0.009 | MW: 468.6 | LogP: 4.23,,
