rank,fragment_id,fragment_smiles,total_compounds,tp_count,tn_count,fp_count,fn_count,avg_attribution,max_attribution,activity_rate_percent,positive_appearances,total_appearances,positive_consistency_percent,min_attribution_ever,max_attribution_ever,highest_attribution_example,lowest_attribution_example,inactive_positive_attribution_example,active_negative_attribution_example,mol,pathogen,pathogen_class,fragment_type,reliability_score,importance_tier
130,13673,N-CCC1CCCCC1,9,9,0,0,0,0.2962,0.3435,100.0,9,9,100.0,0.24,0.344,HIGHEST ATTR (ACTIVE): CHEMBL4066414 | SMILES: NC(=O)C1CCN(CC2=C(CC3CCCCC3)NC3=CC=NC(Cl)=C23)CC1 | Attribution: 0.344 | Prediction: 0.910 | MW: 388.9 | LogP: 4.04,LOWEST ATTR (ACTIVE): CHEMBL4102129 | SMILES: CCN(CC1=CC=CC=C1)CC1=C(CC2CCCCC2)NC2=CC=NC(Cl)=C12 | Attribution: 0.240 | Prediction: 0.912 | MW: 396.0 | LogP: 6.36,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A8127A0>,SA,Gram+,substituent,2.302585092994046,Moderate
131,5577,NS(=O)(=O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1,11,9,2,0,0,0.2906,0.3808,81.82,9,11,81.8,-0.171,0.381,HIGHEST ATTR (ACTIVE): CHEMBL503086 | SMILES: O=S(=O)(NC1=CC(Cl)=CC(Cl)=C1)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1 | Attribution: 0.381 | Prediction: 0.916 | MW: 438.2 | LogP: 5.83,LOWEST ATTR (INACTIVE): CHEMBL527053 | SMILES: O=S(=O)(NC1=C(Cl)C=CC=C1Cl)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1 | Attribution: -0.171 | Prediction: 0.292 | MW: 438.2 | LogP: 5.83,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A812810>,SA,Gram+,substituent,2.032653639526584,Reliable
132,48430,C=C/C=C/C=C/C(=O)O,9,9,0,0,0,0.2706,0.3564,100.0,9,9,100.0,0.14,0.356,HIGHEST ATTR (ACTIVE): CHEMBL5202982 | SMILES: CC[C@@H](C)[C@H]1O[C@]1(C)[C@@H]1C(C)=C[C@@H]2CC(C(=O)OC)=CC[C@H]2[C@@H]1/C=C/C=C/C=C/C(=O)O | Attribution: 0.356 | Prediction: 0.696 | MW: 440.6 | LogP: 5.26,LOWEST ATTR (ACTIVE): CHEMBL556860 | SMILES: CC(=O)N[C@H](CSC[C@H]1OC(=O)[C@@]2(C1=O)C(=O)[C@@]1(C)[C@@H](C=C[C@H]3[C@H](O)[C@@H](C)[C@H](OC(C)=O)C[C@@H]31)C[C@H]2/C=C/C=C/C=C/C(=O)O)C(=O)O | Attribution: 0.140 | Prediction: 0.791 | MW: 687.8 | LogP: 1.89,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A812880>,SA,Gram+,substituent,2.302585092994046,Moderate
133,33825,O=CC1OC1C=O,9,9,0,0,0,0.2498,0.2879,100.0,9,9,100.0,0.171,0.288,HIGHEST ATTR (ACTIVE): CHEMBL4448703 | SMILES: CC(C)N1C2=CC=CC=C2C2=CC=C3C(=O)C4OC4C(=O)C3=C21 | Attribution: 0.288 | Prediction: 0.918 | MW: 305.3 | LogP: 3.52,LOWEST ATTR (ACTIVE): CHEMBL4454245 | SMILES: C#CCCCN1C2=CC=CC=C2C2=CC=C3C(=O)C4OC4C(=O)C3=C21 | Attribution: 0.171 | Prediction: 0.896 | MW: 329.4 | LogP: 3.35,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A8128F0>,SA,Gram+,substituent,2.302585092994046,Moderate
134,59602,FC1=CC=C2NC=NC2=C1,9,9,0,0,0,0.2374,0.2806,100.0,9,9,100.0,0.112,0.281,HIGHEST ATTR (ACTIVE): CHEMBL3344012 | SMILES: COC(=O)CCCC(=O)NC1=CC=C(C2=NC3=CC(F)=CC=C3N2)C=C1 | Attribution: 0.281 | Prediction: 0.937 | MW: 355.4 | LogP: 3.65,LOWEST ATTR (ACTIVE): CHEMBL4762152 | SMILES: FC1=CC=C2NC(C3=CC=C(NC4=NC(C5=CC=C(Cl)C=C5)=NC5=CC=CC=C45)C=C3)=NC2=C1 | Attribution: 0.112 | Prediction: 0.536 | MW: 465.9 | LogP: 7.38,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A812960>,SA,Gram+,substituent,2.302585092994046,Moderate
135,8109,C-C(C(=O)NC)-C=O,9,9,0,0,0,0.1962,0.2294,100.0,9,9,100.0,0.15,0.229,HIGHEST ATTR (ACTIVE): CHEMBL519173 | SMILES: CNC(=O)C1=CN2C(C3=CC=C(O)C=C3)=NC3=C2C(=CC(F)=C3NC)C1=O | Attribution: 0.229 | Prediction: 0.976 | MW: 366.4 | LogP: 2.20,LOWEST ATTR (ACTIVE): CHEMBL483869 | SMILES: CNC(=O)C1=CN2C(C3=CC=C([N+](=O)[O-])C=C3)=NC3=C2C(=CC(F)=C3NC)C1=O | Attribution: 0.150 | Prediction: 0.974 | MW: 395.4 | LogP: 2.40,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A8129D0>,SA,Gram+,substituent,2.302585092994046,Moderate
136,5897,C[C@@H]1C[C@H](C)CN(S(=O)=O)C1,9,9,0,0,0,0.1857,0.2181,100.0,9,9,100.0,0.151,0.218,HIGHEST ATTR (ACTIVE): CHEMBL4172785 | SMILES: C[C@@H]1C[C@H](C)CN(S(=O)(=O)C2=CC=C(C(=O)NC3=NN=C(C4=CC=CS4)O3)C=C2)C1 | Attribution: 0.218 | Prediction: 0.937 | MW: 446.6 | LogP: 3.72,LOWEST ATTR (ACTIVE): CHEMBL5289997 | SMILES: CC1=CC(C(=O)NC2=NN=C(C3=CC=C(C(F)(F)F)C=C3)O2)=CC=C1S(=O)(=O)N1C[C@H](C)C[C@H](C)C1 | Attribution: 0.151 | Prediction: 0.982 | MW: 522.5 | LogP: 4.98,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A812A40>,SA,Gram+,substituent,2.302585092994046,Moderate
137,3935,CC1(C)CNCCC1N,9,9,0,0,0,0.1652,0.2454,100.0,8,9,88.9,0.051,0.245,HIGHEST ATTR (ACTIVE): CHEMBL5192688 | SMILES: CCN1C=C(C(=O)O)C(=O)C2=CC(F)=C(N3CCC(N)C(C)(C)C3)C(OC)=C21 | Attribution: 0.245 | Prediction: 0.928 | MW: 391.4 | LogP: 2.43,LOWEST ATTR (ACTIVE): CHEMBL5200811 | SMILES: COC1=C(N2CCC(N)C(C)(C)C2)C(F)=C(N)C2=C1N(C1=CC=C(F)C=C1F)C=C(C(=O)O)C2=O | Attribution: 0.051 | Prediction: 0.893 | MW: 490.5 | LogP: 3.26,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A812AB0>,SA,Gram+,substituent,2.0469981476717067,Moderate
138,8105,C-C(C(=O)NC)-C(=O)-C-C-C(F)-CNC,9,9,0,0,0,0.1587,0.1867,100.0,9,9,100.0,0.12,0.187,HIGHEST ATTR (ACTIVE): CHEMBL519173 | SMILES: CNC(=O)C1=CN2C(C3=CC=C(O)C=C3)=NC3=C2C(=CC(F)=C3NC)C1=O | Attribution: 0.187 | Prediction: 0.976 | MW: 366.4 | LogP: 2.20,LOWEST ATTR (ACTIVE): CHEMBL482467 | SMILES: CNC(=O)C1=CN2C(C3=CC=C(N(C)C)C=C3)=NC3=C2C(=CC(F)=C3NC)C1=O | Attribution: 0.120 | Prediction: 0.973 | MW: 393.4 | LogP: 2.56,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A812B20>,SA,Gram+,substituent,2.302585092994046,Moderate
139,41640,NCC1=C(F)C=C2C(=O)C(C(=O)O)=CN(C3CC3)C2=C1F,9,9,0,0,0,0.1295,0.1586,100.0,8,9,88.9,0.06,0.159,HIGHEST ATTR (ACTIVE): CHEMBL543894 | SMILES: CC1=CC=C(NCC2=C(F)C=C3C(=O)C(C(=O)O)=CN(C4CC4)C3=C2F)C=C1 | Attribution: 0.159 | Prediction: 0.940 | MW: 384.4 | LogP: 4.23,LOWEST ATTR (ACTIVE): CHEMBL1191600 | SMILES: O=C(O)C1=CN(C2CC2)C2=C(F)C(CNC3CC3)=C(F)C=C2C1=O | Attribution: 0.060 | Prediction: 0.675 | MW: 334.3 | LogP: 2.56,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A812B90>,SA,Gram+,substituent,2.0469981476717067,Moderate
140,26607,C[C@H]1COC2=C3C(=CC(F)=C2CN)C(=O)C(C(=O)O)=CN31,9,9,0,0,0,0.1234,0.1655,100.0,8,9,88.9,0.023,0.166,HIGHEST ATTR (ACTIVE): CHEMBL3706978 | SMILES: C[C@H]1COC2=C3C(=CC(F)=C2CNC2=CC=C(Cl)C=C2)C(=O)C(C(=O)O)=CN31 | Attribution: 0.166 | Prediction: 0.969 | MW: 402.8 | LogP: 4.06,LOWEST ATTR (ACTIVE): CHEMBL3706972 | SMILES: C[C@H]1COC2=C3C(=CC(F)=C2CNC2CC2)C(=O)C(C(=O)O)=CN31 | Attribution: 0.023 | Prediction: 0.585 | MW: 332.3 | LogP: 2.04,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A812C00>,SA,Gram+,substituent,2.0469981476717067,Moderate
141,3384,CC1=C(C(=O)O)N2C(=O)C(NC(=O)[C@H](N)C-C-S)C2SC1,9,9,0,0,0,0.116,0.1306,100.0,9,9,100.0,0.104,0.131,HIGHEST ATTR (ACTIVE): CHEMBL1907799 | SMILES: COC1=CC=C2C([C@@H](N)C(=O)NC3C(=O)N4C(C(=O)O)=C(C)CSC34)=CSC2=C1 | Attribution: 0.131 | Prediction: 0.995 | MW: 433.5 | LogP: 1.67,LOWEST ATTR (ACTIVE): CHEMBL1907795 | SMILES: CC1=C(C(=O)O)N2C(=O)C(NC(=O)[C@H](N)C3=CSC4=CC=CC(F)=C34)C2SC1 | Attribution: 0.104 | Prediction: 0.995 | MW: 421.5 | LogP: 1.80,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A812C70>,SA,Gram+,substituent,2.302585092994046,Moderate
142,62135,C[C@@H]1O[C@@H](O)C[C@@H](O)[C@H]1O,8,8,0,0,0,0.3433,0.3557,100.0,8,8,100.0,0.335,0.356,HIGHEST ATTR (ACTIVE): CHEMBL1631761 | SMILES: CC1=CC(O)=C2C3=C(C(=O)C4=C(O[C@H]5C[C@@H](O)[C@@H](O)[C@H](C)O5)C=CC=C4C3=O)N3[C@H](C(=O)O)CC(=O)N[C@H]3C2=C1 | Attribution: 0.356 | Prediction: 0.995 | MW: 550.5 | LogP: 1.01,LOWEST ATTR (ACTIVE): CHEMBL1631685 | SMILES: CC1=CC(O)=C2C3=C(C(=O)C4=C(O[C@H]5C[C@@H](O)[C@@H](O)[C@H](C)O5)C=CC=C4C3=O)N3[C@@H](CC(C)C)C(=O)O[C@H]3C2=C1 | Attribution: 0.335 | Prediction: 0.992 | MW: 549.6 | LogP: 3.01,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A812CE0>,SA,Gram+,substituent,2.1972245773362196,Moderate
143,39235,CCN(C-N)CC,8,8,0,0,0,0.3333,0.3523,100.0,8,8,100.0,0.315,0.352,HIGHEST ATTR (ACTIVE): CHEMBL1086854 | SMILES: CCN(CC)C1=NC2=C(S(=O)(=O)C3=CC=C(Cl)C=C3)N=NN2C2=CC(OC)=C(OC)C=C12 | Attribution: 0.352 | Prediction: 0.986 | MW: 476.0 | LogP: 3.63,LOWEST ATTR (ACTIVE): CHEMBL1079453 | SMILES: CCN(CC)C1=NC2=C(S(=O)(=O)C3=CC=CC=C3)N=NN2C2=CC=C(Br)C=C12 | Attribution: 0.315 | Prediction: 0.993 | MW: 460.4 | LogP: 3.72,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A812D50>,SA,Gram+,substituent,2.1972245773362196,Moderate
144,17700,CC(C)CCN1C=C(NC=O)C=C1C(=O)NCCC(=N)N,8,8,0,0,0,0.3238,0.3648,100.0,8,8,100.0,0.258,0.365,HIGHEST ATTR (ACTIVE): CHEMBL165870 | SMILES: CC1=CC(C(=O)NC2=CN(CCC(C)C)C(C(=O)NCCC(=N)N)=C2)=C(C)C=C1C(=O)NC1=CN(CCC(C)C)C(C(=O)NCCC(=N)N)=C1 | Attribution: 0.365 | Prediction: 0.964 | MW: 688.9 | LogP: 4.61,LOWEST ATTR (ACTIVE): CHEMBL352912 | SMILES: CC(C)CCN1C=C(NC(=O)C2CCC(C(=O)NC3=CN(CCC(C)C)C(C(=O)NCCC(=N)N)=C3)CC2)C=C1C(=O)NCCC(=N)N | Attribution: 0.258 | Prediction: 0.939 | MW: 666.9 | LogP: 3.88,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A812DC0>,SA,Gram+,substituent,2.1972245773362196,Moderate
145,33636,C[C@@H]1C[C@H](C)CN(S(=O)(=O)C2=CC=C(C(N)=O)C=C2)C1,8,8,0,0,0,0.3034,0.341,100.0,8,8,100.0,0.275,0.341,HIGHEST ATTR (ACTIVE): CHEMBL4172785 | SMILES: C[C@@H]1C[C@H](C)CN(S(=O)(=O)C2=CC=C(C(=O)NC3=NN=C(C4=CC=CS4)O3)C=C2)C1 | Attribution: 0.341 | Prediction: 0.937 | MW: 446.6 | LogP: 3.72,LOWEST ATTR (ACTIVE): CHEMBL4159936 | SMILES: C[C@@H]1C[C@H](C)CN(S(=O)(=O)C2=CC=C(C(=O)NC3=NN=C(C4=CC=C([N+](=O)[O-])C=C4)O3)C=C2)C1 | Attribution: 0.275 | Prediction: 0.960 | MW: 485.5 | LogP: 3.56,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A812E30>,SA,Gram+,substituent,2.1972245773362196,Moderate
146,58937,COC(O)C=O,8,8,0,0,0,0.2906,0.3377,100.0,8,8,100.0,0.174,0.338,HIGHEST ATTR (ACTIVE): CHEMBL280904 | SMILES: C=C[C@]1(C)C=C2C(=O)[C@]3(O)OC[C@@]4(CCCC(C)(C)[C@@]43O)[C@@]2(O)[C@H](O)C1 | Attribution: 0.338 | Prediction: 0.836 | MW: 364.4 | LogP: 0.83,LOWEST ATTR (ACTIVE): CHEMBL484079 | SMILES: COC1(O)C(=O)C2=CC=CC=C2OC1(OC)C1=CN(C2=CC=CC=C2)N=C1C1=CC=C([N+](=O)[O-])C=C1 | Attribution: 0.174 | Prediction: 0.950 | MW: 487.5 | LogP: 3.86,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A812EA0>,SA,Gram+,substituent,2.1972245773362196,Moderate
147,39346,C-C-C(S(F)(F)(F)(F)F)-C,8,8,0,0,0,0.2887,0.3515,100.0,8,8,100.0,0.175,0.351,HIGHEST ATTR (ACTIVE): CHEMBL5181606 | SMILES: OC1=CC=C([C@@H]2NC3=CC=C(S(F)(F)(F)(F)F)C=C3[C@H]3[C@@H]4CC[C@@H](C4)[C@H]32)C=C1 | Attribution: 0.351 | Prediction: 0.818 | MW: 417.4 | LogP: 7.35,LOWEST ATTR (ACTIVE): CHEMBL5205639 | SMILES: FC(F)(F)C1=NNC=C1C1=NC2=CC=C(S(F)(F)(F)(F)F)C=C2C2=C1[C@H]1CC[C@@H]2C1 | Attribution: 0.175 | Prediction: 0.854 | MW: 455.4 | LogP: 7.67,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A812F10>,SA,Gram+,substituent,2.1972245773362196,Moderate
148,21498,NCCCNCC1=CC(Br)=CC(Br)=C1,8,8,0,0,0,0.275,0.3174,100.0,8,8,100.0,0.215,0.317,HIGHEST ATTR (ACTIVE): CHEMBL161864 | SMILES: OC1=CC(NCCCNCC2=CC(Br)=CC(Br)=C2)=NC2=CC=CC=C12 | Attribution: 0.317 | Prediction: 0.966 | MW: 465.2 | LogP: 5.06,LOWEST ATTR (ACTIVE): CHEMBL368875 | SMILES: OC1=CC(NCCCNCC2=CC(Br)=CC(Br)=C2)=NC2=C1C=CS2 | Attribution: 0.215 | Prediction: 0.866 | MW: 471.2 | LogP: 5.12,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A812F80>,SA,Gram+,substituent,2.1972245773362196,Moderate
149,25156,NC(=S)NCCCNCC1=CC(Br)=CC(Br)=C1,8,8,0,0,0,0.2626,0.3017,100.0,8,8,100.0,0.213,0.302,HIGHEST ATTR (ACTIVE): CHEMBL362545 | SMILES: N#CC1=CC=C(NC(=S)NCCCNCC2=CC(Br)=CC(Br)=C2)C=C1 | Attribution: 0.302 | Prediction: 0.964 | MW: 482.2 | LogP: 4.55,LOWEST ATTR (ACTIVE): CHEMBL187173 | SMILES: S=C(NCCCNCC1=CC(Br)=CC(Br)=C1)NC1=CC=CC=C1Cl | Attribution: 0.213 | Prediction: 0.955 | MW: 491.7 | LogP: 5.33,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A812FF0>,SA,Gram+,substituent,2.1972245773362196,Moderate
150,30766,C=CCOC-C-C,8,8,0,0,0,0.2584,0.344,100.0,8,8,100.0,0.105,0.344,HIGHEST ATTR (ACTIVE): CHEMBL466848 | SMILES: C=CCOC1=CC=C2C=CC=CC2=C1C1=C(OCC(=O)N[C@H](CCCCN)C(=O)OC)C=CC2=CC=CC=C12 | Attribution: 0.344 | Prediction: 0.973 | MW: 526.6 | LogP: 5.39,LOWEST ATTR (ACTIVE): CHEMBL1091384 | SMILES: C=CCOC1=CC=C2C=CC=CC2=C1C1=C2C=CC=CC2=CC=C1OCC(=O)NCC(=O)NCC(=O)N[C@@H](CC=C)C(=O)OCC1=CC=CC=C1 | Attribution: 0.105 | Prediction: 0.976 | MW: 685.8 | LogP: 5.64,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A813060>,SA,Gram+,substituent,2.1972245773362196,Moderate
151,22469,COC1=CC([C@@H](O)[C@@H](CO)O)=CC=C1O,8,8,0,0,0,0.2474,0.2883,100.0,8,8,100.0,0.184,0.288,HIGHEST ATTR (ACTIVE): CHEMBL89401 | SMILES: COC1=CC([C@H]2OC3=CC(C4=CC(=O)C5=C(O)C=C(O)C=C5O4)=CC=C3O[C@@H]2CO)=CC=C1O | Attribution: 0.288 | Prediction: 0.789 | MW: 464.4 | LogP: 3.46,LOWEST ATTR (ACTIVE): CHEMBL431701 | SMILES: COC1=CC([C@H]2OC3=CC([C@H]4OC5=CC(O)=CC(O)=C5C(=O)[C@@H]4O)=CC=C3O[C@@H]2CO)=CC=C1O | Attribution: 0.184 | Prediction: 0.618 | MW: 482.4 | LogP: 2.36,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A8130D0>,SA,Gram+,substituent,2.1972245773362196,Moderate
152,27110,C=C(C)C(C)CC=C(C)C,8,8,0,0,0,0.2358,0.2728,100.0,8,8,100.0,0.194,0.273,HIGHEST ATTR (ACTIVE): CHEMBL480280 | SMILES: C=C(C)C(CC=C(C)C)CC1=C(O)C=C(O)C2=C1O[C@H](C1=CC=CC=C1O)CC2=O | Attribution: 0.273 | Prediction: 0.990 | MW: 408.5 | LogP: 5.60,LOWEST ATTR (ACTIVE): CHEMBL480469 | SMILES: C=C(C)C(CC=C(C)C)CC1=C(O)C=C(OC)C2=C1O[C@H](C1=CC=C(O)C=C1OC)CC2=O | Attribution: 0.194 | Prediction: 0.985 | MW: 452.5 | LogP: 5.91,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A813140>,SA,Gram+,substituent,2.1972245773362196,Moderate
153,18439,NCCCNC1=NC2=CC=CC=C2C(O)=C1,8,8,0,0,0,0.1873,0.2113,100.0,8,8,100.0,0.142,0.211,HIGHEST ATTR (ACTIVE): CHEMBL423780 | SMILES: OC1=CC(NCCCNC2CCOC3=C(Cl)C=C(I)C=C32)=NC2=CC=CC=C12 | Attribution: 0.211 | Prediction: 0.989 | MW: 509.8 | LogP: 5.11,LOWEST ATTR (ACTIVE): CHEMBL304237 | SMILES: OC1=CC(NCCCNC2CCNC3=C(Br)C=C(Br)C=C32)=NC2=CC=CC=C12 | Attribution: 0.142 | Prediction: 0.992 | MW: 506.2 | LogP: 5.41,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A8131B0>,SA,Gram+,substituent,2.1972245773362196,Moderate
154,3270,N[C@H](C1=CNC2=CC=C(Br)C=C12)[C@@H]1CCOC1,8,8,0,0,0,0.1812,0.2206,100.0,8,8,100.0,0.122,0.221,HIGHEST ATTR (ACTIVE): CHEMBL24631 | SMILES: ClC1=CC=C2N[C@H](C3=CNC4=CC=C(Br)C=C34)[C@@H]3CCO[C@@H]3C2=C1 | Attribution: 0.221 | Prediction: 0.916 | MW: 403.7 | LogP: 5.83,LOWEST ATTR (ACTIVE): CHEMBL25343 | SMILES: COC1=CC=CC2=C1N[C@H](C1=CNC3=CC=C(Br)C=C13)[C@@H]1CCO[C@H]21 | Attribution: 0.122 | Prediction: 0.591 | MW: 399.3 | LogP: 5.18,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A813220>,SA,Gram+,substituent,2.1972245773362196,Moderate
155,38025,CC1=CC=C(SC2=CC=C(Cl)C(Cl)=C2)C([N+](=O)[O-])=C1,9,8,1,0,0,0.1798,0.2914,88.89,8,9,88.9,-0.352,0.291,HIGHEST ATTR (ACTIVE): CHEMBL4792250 | SMILES: COC1=CC=C(C(=O)O)C(CC2=CC=C(SC3=CC=C(Cl)C(Cl)=C3)C([N+](=O)[O-])=C2)=C1 | Attribution: 0.291 | Prediction: 0.925 | MW: 464.3 | LogP: 6.35,LOWEST ATTR (INACTIVE): CHEMBL4759167 | SMILES: COC1=CC=CC=C1CC1=CC=C(SC2=CC=C(Cl)C(Cl)=C2)C([N+](=O)[O-])=C1 | Attribution: -0.352 | Prediction: 0.184 | MW: 420.3 | LogP: 6.65,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A813290>,SA,Gram+,substituent,2.0469981476717067,Moderate
156,27772,NC1=CC(F)=CC(F)=C1,8,8,0,0,0,0.177,0.2883,100.0,8,8,100.0,0.123,0.288,HIGHEST ATTR (ACTIVE): CHEMBL510076 | SMILES: FC1=CC(F)=CC(NC2=NC3=CC(Cl)=CC=C3N2)=C1 | Attribution: 0.288 | Prediction: 0.979 | MW: 279.7 | LogP: 4.24,LOWEST ATTR (ACTIVE): CHEMBL5203790 | SMILES: OC1=CC=C([C@@H]2NC3=CC(F)=CC(F)=C3[C@H]3[C@@H]4CC[C@@H](C4)[C@H]32)C=C1 | Attribution: 0.123 | Prediction: 0.745 | MW: 327.4 | LogP: 4.97,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A813300>,SA,Gram+,substituent,2.1972245773362196,Moderate
157,52171,N#C[C@]1(C2=CC=CC=N2)[C@@H]2CNC[C@@H]21,8,8,0,0,0,0.1763,0.3567,100.0,7,8,87.5,0.067,0.357,HIGHEST ATTR (ACTIVE): CHEMBL519034 | SMILES: N#C[C@]1(C2=CC=C(C3=CC=C(N4C[C@H](COC5=NOC=C5)OC4=O)C=C3F)C=N2)[C@@H]2CNC[C@@H]21 | Attribution: 0.357 | Prediction: 0.997 | MW: 461.5 | LogP: 2.89,LOWEST ATTR (ACTIVE): CHEMBL485493 | SMILES: N#C[C@]1(C2=CC=C(C3=CC=C(N4C[C@H](CNC(=O)C(F)F)OC4=O)C=C3F)C=N2)[C@@H]2CNC[C@@H]21 | Attribution: 0.067 | Prediction: 0.999 | MW: 471.4 | LogP: 2.20,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A813370>,SA,Gram+,substituent,1.922571505169192,Moderate
158,10345,NS(=O)(=O)NC1=CC=CC=C1,8,8,0,0,0,0.174,0.3302,100.0,7,8,87.5,0.098,0.33,HIGHEST ATTR (ACTIVE): CHEMBL2058108 | SMILES: CC1=CC=C(C2=CC(C(F)(F)F)=NN2C2=CC=C(NS(N)(=O)=O)C=C2)C=C1 | Attribution: 0.330 | Prediction: 0.944 | MW: 396.4 | LogP: 3.48,LOWEST ATTR (ACTIVE): CHEMBL2058111 | SMILES: NS(=O)(=O)NC1=CC=C(N2N=C(C(F)(F)F)C=C2C2=CC=C(C3=CC=C(Br)C=C3)C=C2)C=C1 | Attribution: 0.098 | Prediction: 0.984 | MW: 537.4 | LogP: 5.60,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A8133E0>,SA,Gram+,substituent,1.922571505169192,Moderate
159,23357,N[C@@H](C1=CC=C(O)C=C1)[C@H]1C[C@@H]2CC[C@H]1C2,8,8,0,0,0,0.1625,0.2512,100.0,8,8,100.0,0.102,0.251,HIGHEST ATTR (ACTIVE): CHEMBL5189900 | SMILES: OC1=CC=C([C@@H]2NC3=C(C=CC(Cl)=C3Cl)[C@H]3[C@@H]4CC[C@@H](C4)[C@H]32)C=C1 | Attribution: 0.251 | Prediction: 0.807 | MW: 360.3 | LogP: 6.00,LOWEST ATTR (ACTIVE): CHEMBL5181606 | SMILES: OC1=CC=C([C@@H]2NC3=CC=C(S(F)(F)(F)(F)F)C=C3[C@H]3[C@@H]4CC[C@@H](C4)[C@H]32)C=C1 | Attribution: 0.102 | Prediction: 0.818 | MW: 417.4 | LogP: 7.35,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A813450>,SA,Gram+,substituent,2.1972245773362196,Moderate
160,10346,NS(=O)(=O)NC1=CC=C(N2C=CC(C(F)(F)F)=N2)C=C1,8,8,0,0,0,0.1619,0.2147,100.0,7,8,87.5,0.091,0.215,HIGHEST ATTR (ACTIVE): CHEMBL2058113 | SMILES: NS(=O)(=O)NC1=CC=C(N2N=C(C(F)(F)F)C=C2C2=C3C=CC=CC3=CC3=CC=CC=C23)C=C1 | Attribution: 0.215 | Prediction: 0.985 | MW: 482.5 | LogP: 5.48,LOWEST ATTR (ACTIVE): CHEMBL2058114 | SMILES: NS(=O)(=O)NC1=CC=C(N2N=C(C(F)(F)F)C=C2C2=CC=C3C=C4C=CC=CC4=CC3=C2)C=C1 | Attribution: 0.091 | Prediction: 0.985 | MW: 482.5 | LogP: 5.48,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A8134C0>,SA,Gram+,substituent,1.922571505169192,Moderate
161,17653,CC1=C(CCC(=O)O)C(=O)OC2=C(C)C(OCC3=CC=CC=C3)=CC=C12,8,8,0,0,0,0.151,0.2474,100.0,8,8,100.0,0.109,0.247,HIGHEST ATTR (ACTIVE): CHEMBL2178444 | SMILES: CC1=C(CCC(=O)O)C(=O)OC2=C(C)C(OCC3=CC=C(C4=CC=CC=C4C#N)C=C3)=CC=C12 | Attribution: 0.247 | Prediction: 0.730 | MW: 453.5 | LogP: 5.54,LOWEST ATTR (ACTIVE): CHEMBL2178448 | SMILES: CC1=C(CCC(=O)O)C(=O)OC2=C(C)C(OCC3=CC=C(C4=CC=C(Cl)C(Cl)=C4)C=C3)=CC=C12 | Attribution: 0.109 | Prediction: 0.816 | MW: 497.4 | LogP: 6.98,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A813530>,SA,Gram+,substituent,2.1972245773362196,Moderate
162,9481,N/C(S)=N/CCCNCC1=CC(Br)=CC(Br)=C1,8,8,0,0,0,0.1452,0.1826,100.0,7,8,87.5,0.095,0.183,HIGHEST ATTR (ACTIVE): CHEMBL187090 | SMILES: CC1=CC=C(N/C(S)=N/CCCNCC2=CC(Br)=CC(Br)=C2)C=C1 | Attribution: 0.183 | Prediction: 0.988 | MW: 471.3 | LogP: 5.40,LOWEST ATTR (ACTIVE): CHEMBL185700 | SMILES: FC(F)(F)C1=CC=CC(N/C(S)=N/CCCNCC2=CC(Br)=CC(Br)=C2)=C1 | Attribution: 0.095 | Prediction: 0.991 | MW: 525.2 | LogP: 6.11,,,<rdkit.Chem.rdchem.Mol object at 0x000002168A8135A0>,SA,Gram+,substituent,1.922571505169192,Moderate
